,Financial Institution Number,Institution Name,Institution Type,Charter Type,Headquarters,Failure Date,Insurance Fund,Certificate Number,Transaction Type,Total Deposits,Total Assets,Estimated Loss (2015)
2704,4463.0,SOUTHSIDE NATIONAL BANK,COMMERCIAL BANK,FEDERAL,NACOGDOCHES,3/19/1992 ,BIF,23633.0,ACQUISITION,12049,12040.0,3294.0
2705,4465.0,FARMERS & MERCHANTS BANK,COMMERCIAL BANK,STATE,TRYON,3/19/1992 ,BIF,10668.0,ACQUISITION,4139,4291.0,940.0
2706,4464.0,"UNITED MERCANTILE B & T CO, N.A.",COMMERCIAL BANK,FEDERAL,PASADENA,3/20/1992 ,BIF,23855.0,TRANSFER,37701,36452.0,12398.0
2707,4461.0,THE BANK FOR SAVINGS,SAVINGS BANK,STATE,MALDEN,3/20/1992 ,BIF,23289.0,ACQUISITION,392720,397979.0,21723.0
2708,4466.0,THEODORE ROOSEVELT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,WASHINGTON,3/26/1992 ,BIF,32762.0,ACQUISITION,13589,13834.0,3393.0
2709,4468.0,AMERICAN  BANK OF COMMERCE,COMMERCIAL BANK,STATE,OKLAHOMA CITY,3/26/1992 ,BIF,20284.0,ACQUISITION,13777,13481.0,2255.0
2710,4467.0,VANGUARD SAVINGS BANK,SAVINGS BANK,STATE,HOLYOKE,3/27/1992 ,BIF,17778.0,ACQUISITION,432557,427949.0,120495.0
2711,2201.0,FLAGLER FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,MIAMI,3/27/1992 ,RTC,30826.0,ACQUISITION,1493111,1601277.0,101588.0
2712,4469.0,PLACER BANK OF COMMERCE,COMMERCIAL BANK,STATE,ROSEVILLE,3/27/1992 ,BIF,24633.0,ACQUISITION,33109,34820.0,5340.0
2713,4470.0,FIRST COMMUNITY BANK OF CHEROKEE,COMMERCIAL BANK,STATE,WOODSTOCK,3/31/1992 ,BIF,27146.0,TRANSFER,33714,35648.0,6884.0
2714,2212.0,FIRST STATE SA,SAVINGS ASSOCIATION,FEDERAL/STATE,SEDALIA,4/3/1992 ,RTC,29584.0,ACQUISITION,163947,166121.0,2.0
2715,1274.0,COMMONWEALTH FSB,SAVINGS BANK,STATE,MANASSAS,4/3/1992 ,RTC,31453.0,ACQUISITION,64780,72536.0,16425.0
2716,4472.0,THE BANK OF BEVERLY HILLS,COMMERCIAL BANK,STATE,BEVERLY HILLS,4/3/1992 ,BIF,22414.0,PAYOUT,122347,125939.0,24956.0
2717,4471.0,SUMMIT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,TORRINGTON,4/3/1992 ,BIF,26447.0,TRANSFER,89766,91381.0,22780.0
2718,4473.0,RED BIRD BANK OF DALLAS,COMMERCIAL BANK,STATE,DALLAS,4/9/1992 ,BIF,20413.0,ACQUISITION,37666,38568.0,10532.0
2719,4474.0,FAIRFIELD COUNTY TRUST COMPANY,COMMERCIAL BANK,STATE,STAMFORD,4/9/1992 ,BIF,23860.0,ACQUISITION,132001,132437.0,19204.0
2720,1208.0,VALLEY FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,VAN NUYS,4/10/1992 ,RTC,31768.0,ACQUISITION,1549633,1996340.0,124377.0
2721,1207.0,SECURITY FIRST FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,DAYTONA BEACH,4/10/1992 ,RTC,29222.0,ACQUISITION,904202,1013550.0,24074.0
2722,1248.0,FEDERAL SA OF VIRGINIA,SAVINGS BANK,STATE,FALLS CHURCH,4/10/1992 ,RTC,32639.0,ACQUISITION,29585,31479.0,14463.0
2723,4479.0,VALLEY COMMERCIAL BANK,COMMERCIAL BANK,STATE,STOCKTON,4/24/1992 ,BIF,23865.0,TRANSFER,29410,30767.0,4823.0
2724,4478.0,SHORE BANK & TRUST CO.,COMMERCIAL BANK,STATE,LYNN,4/24/1992 ,BIF,27002.0,ACQUISITION,184170,183184.0,70553.0
2725,4475.0,SOUTHSTATE BANK FOR SAVINGS,SAVINGS BANK,STATE,BROCKTON,4/24/1992 ,BIF,90170.0,ACQUISITION,267466,285923.0,10457.0
2726,1213.0,FIRST FSB OF SOUTH DAKOTA,SAVINGS BANK,STATE,RAPID CITY,4/24/1992 ,RTC,27853.0,ACQUISITION,169948,155900.0,24066.0
2727,4477.0,THE NORWALK BANK,COMMERCIAL BANK,STATE,NORWALK,4/24/1992 ,BIF,26971.0,ACQUISITION,77227,80597.0,17448.0
2728,1237.0,FIRST SOUTH SB,SAVINGS ASSOCIATION,FEDERAL/STATE,COLUMBIA,4/24/1992 ,RTC,32186.0,ACQUISITION,48503,56956.0,7515.0
2729,4480.0,"METROPOLITAN BANK, N.A.",COMMERCIAL BANK,FEDERAL,WASHINGTON,5/1/1992 ,BIF,21315.0,TRANSFER,27074,27090.0,2246.0
2730,4483.0,"THE FINANCIAL CENTER BANK, N.A.",COMMERCIAL BANK,FEDERAL,SAN FRANCISCO,5/4/1992 ,BIF,25059.0,PAYOUT,218847,225189.0,25639.0
2731,4487.0,JACKSON EXCHANGE BANK & TRUST CO,COMMERCIAL BANK,STATE,JACKSON,5/7/1992 ,BIF,9380.0,ACQUISITION,127822,123295.0,16383.0
2732,4485.0,FIRST EXCHANGE BANK NORTH ST. LOUIS,COMMERCIAL BANK,STATE,FLORISSANT,5/7/1992 ,BIF,32742.0,ACQUISITION,47038,45880.0,0.0
2733,4486.0,FIRST EXCHANGE BANK OF MADISON COUNTY,COMMERCIAL BANK,STATE,FREDERICKTOWN,5/7/1992 ,BIF,24242.0,ACQUISITION,34238,34814.0,1639.0
2734,4484.0,FIRST EXCHANGE BANK OF CAPE GIRARDEAU,COMMERCIAL BANK,STATE,CAPE GIRARDEAU,5/7/1992 ,BIF,24863.0,ACQUISITION,87015,84418.0,9713.0
2735,4488.0,FIRST EXCHANGE BANK OF  ST. LOUIS,COMMERCIAL BANK,STATE,ST. LOUIS,5/7/1992 ,BIF,26613.0,ACQUISITION,60891,55555.0,7066.0
2736,1241.0,SHENANDOAH FSA,SAVINGS BANK,STATE,MARTINSBURG,5/8/1992 ,RTC,31664.0,ACQUISITION,69001,94195.0,5139.0
2737,4489.0,BROOKFIELD BANK,COMMERCIAL BANK,STATE,BROOKFIELD,5/8/1992 ,BIF,26901.0,TRANSFER,68675,60696.0,41728.0
2738,4490.0,MALDEN TRUST COMPANY,COMMERCIAL BANK,STATE,MALDEN,5/15/1992 ,BIF,8158.0,ACQUISITION,238455,225228.0,39417.0
2739,1253.0,FIRST FSA,SAVINGS BANK,STATE,LEWISTON,5/21/1992 ,RTC,29650.0,ACQUISITION,76333,83004.0,11773.0
2740,4491.0,POWDER MILL BANK,COMMERCIAL BANK,STATE,MORRIS PLAINS,5/22/1992 ,BIF,27001.0,ACQUISITION,47944,49587.0,6893.0
2741,4493.0,NORTH AMERICAN THRIFT AND LOAN,COMMERCIAL BANK,STATE,CORONA DEL MAR,5/29/1992 ,BIF,27570.0,PAYOUT,20863,21276.0,4496.0
2742,4492.0,WORKINGMEN'S CO-OPERATIVE BANK,SAVINGS BANK,STATE,BOSTON,5/29/1992 ,BIF,26864.0,ACQUISITION,189866,223665.0,12935.0
2743,4494.0,MAYFAIR BANK,COMMERCIAL BANK,STATE,CHICAGO,6/4/1992 ,BIF,26895.0,ACQUISITION,29707,32170.0,1205.0
2744,4495.0,THE HOME STATE BANK,COMMERCIAL BANK,STATE,LONGTON,6/4/1992 ,BIF,14909.0,PAYOUT,4212,4189.0,730.0
2745,1233.0,HOME UNITY FEDERAL,SAVINGS ASSOCIATION,FEDERAL/STATE,LAFAYETTE HILL,6/4/1992 ,RTC,28867.0,ACQUISITION,632317,684804.0,18550.0
2746,1216.0,REPUBLIC FSB,SAVINGS BANK,STATE,MATTESON,6/5/1992 ,RTC,32389.0,ACQUISITION,264244,290292.0,0.0
2747,1246.0,VOLUNTEER FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,LITTLE FERRY,6/5/1992 ,RTC,27728.0,ACQUISITION,49370,51240.0,5155.0
2748,1239.0,FIRST AMERICAN FSB,SAVINGS BANK,STATE,GREENSBORO,6/5/1992 ,RTC,29595.0,ACQUISITION,639124,804316.0,35421.0
2749,1282.0,"COOPER RIVER, FSA",SAVINGS BANK,STATE,NORTH CHARLESTON,6/5/1992 ,RTC,28847.0,ACQUISITION,201442,228859.0,10740.0
2750,4498.0,RIVERHEAD SAVINGS BANK,SAVINGS BANK,STATE,RIVERHEAD,6/12/1992 ,BIF,16033.0,ACQUISITION,316612,388806.0,0.0
2751,4497.0,AMERICAN SAVINGS BANK,SAVINGS BANK,STATE,WHITE PLAINS,6/12/1992 ,BIF,16017.0,ACQUISITION,2827416,3202492.0,431311.0
2752,4496.0,LANDMARK BANK FOR SAVINGS,SAVINGS BANK,STATE,WHITMAN,6/12/1992 ,BIF,21997.0,ACQUISITION,48107,62124.0,11238.0
2753,4499.0,AMERICAN INTERSTATE BANK,COMMERCIAL BANK,STATE,NEWPORT BEACH,6/12/1992 ,BIF,21082.0,ACQUISITION,40792,41990.0,7427.0
2754,1228.0,SAN CLEMENTE FSB,SAVINGS BANK,STATE,SAN CLEMENTE,6/12/1992 ,RTC,31452.0,ACQUISITION,205745,220368.0,32751.0
2755,1304.0,CHEROKEE VALLEY FSA,SAVINGS BANK,STATE,CLEVELAND,6/12/1992 ,RTC,29084.0,ACQUISITION,124432,142536.0,0.0
2756,1283.0,COLUMBIA BANKING FED.,SAVINGS ASSOCIATION,FEDERAL/STATE,ROCHESTER,6/12/1992 ,RTC,29855.0,ACQUISITION,1078091,1277433.0,40629.0
2757,1281.0,COASTAL FSB,SAVINGS BANK,STATE,NEW LONDON,6/19/1992 ,RTC,29541.0,ACQUISITION,224473,238194.0,5887.0
2758,1218.0,FIRST HOME FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,PITTSBURGH,6/19/1992 ,RTC,28250.0,ACQUISITION,129271,131686.0,463.0
2759,1223.0,FIRST NEWPORT FSB,SAVINGS BANK,STATE,NEWPORT BEACH,6/19/1992 ,RTC,32452.0,ACQUISITION,34365,35042.0,3193.0
2760,4501.0,AMERICAN NATIONAL BANK - POST OAK,COMMERCIAL BANK,FEDERAL,HOUSTON,6/25/1992 ,BIF,26420.0,ACQUISITION,25067,24735.0,4454.0
2761,4502.0,CASTLE HILLS NATIONAL BANK,COMMERCIAL BANK,FEDERAL,SAN ANTONIO,6/25/1992 ,BIF,25063.0,ACQUISITION,13718,13769.0,429.0
2762,4500.0,OLYMPIC INTERNATIONAL BANK & TRUST,COMMERCIAL BANK,STATE,BOSTON,6/26/1992 ,BIF,25918.0,ACQUISITION,142322,140339.0,69196.0
2763,1262.0,JACKSONVILLE FSA,SAVINGS BANK,STATE,JACKSONVILLE,6/26/1992 ,RTC,30285.0,ACQUISITION,147507,150884.0,25258.0
2764,4504.0,VERNON BANK,COMMERCIAL BANK,STATE,VERNON,6/26/1992 ,BIF,27402.0,ACQUISITION,34543,34296.0,3133.0
2765,4503.0,THE SOMERSWORTH BANK,COMMERCIAL BANK,STATE,SOMERSWORTH,6/26/1992 ,BIF,6251.0,ACQUISITION,113453,114129.0,18433.0
2766,1243.0,"HOMEFED BANK, FA",SAVINGS BANK,STATE,SAN DIEGO,7/6/1992 ,RTC,29234.0,ACQUISITION,8903571,12175590.0,751633.0
2767,1305.0,HOME FSB,SAVINGS BANK,STATE,NORFOLK,7/10/1992 ,RTC,30091.0,ACQUISITION,195186,224198.0,42797.0
2768,1303.0,"TRANSOHIO, FSB",SAVINGS BANK,STATE,CLEVELAND,7/10/1992 ,RTC,28387.0,ACQUISITION,2396269,3370809.0,52125.0
2769,1269.0,SOUTHERN FSA OF GEORGIA,SAVINGS ASSOCIATION,FEDERAL/STATE,ATLANTA,7/10/1992 ,RTC,29724.0,ACQUISITION,151424,159982.0,8384.0
2770,4505.0,STATE BANK OF SPRINGFIELD,COMMERCIAL BANK,STATE,SPRINGFIELD,7/17/1992 ,BIF,13383.0,ACQUISITION,28464,30267.0,127.0
2771,1257.0,LIBERTY FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,WARRENTON,7/17/1992 ,RTC,31931.0,ACQUISITION,86915,91966.0,12265.0
2772,1247.0,NEW ENGLAND FSA,SAVINGS BANK,STATE,WELLESLEY,7/17/1992 ,RTC,32444.0,ACQUISITION,118091,137307.0,25919.0
2773,4506.0,FIRST NATIONAL BANK OF TEXAS,COMMERCIAL BANK,FEDERAL,WEBSTER,7/23/1992 ,BIF,26676.0,ACQUISITION,91348,92076.0,14241.0
2774,1222.0,FIRST RUSSELL COUNTY,SAVINGS ASSOCIATION,FEDERAL/STATE,PHENIX CITY,7/24/1992 ,RTC,29418.0,ACQUISITION,80457,86987.0,390.0
2775,4507.0,MASSACHUSETTS BANK & TRUST CO.,COMMERCIAL BANK,STATE,BROCKTON,7/31/1992 ,BIF,18966.0,ACQUISITION,59427,61824.0,13416.0
2776,1270.0,CITADEL FS & LA,SAVINGS BANK,STATE,CHARLESTON,8/7/1992 ,RTC,32468.0,ACQUISITION,37571,38978.0,8780.0
2777,4508.0,FOXWORTH BANK,COMMERCIAL BANK,STATE,FOXWORTH,8/7/1992 ,BIF,20396.0,ACQUISITION,36030,36460.0,5375.0
2778,4509.0,WINCHENDON SAVINGS BANK,SAVINGS BANK,STATE,WINCHENDON,8/14/1992 ,BIF,90307.0,ACQUISITION,64012,65213.0,7309.0
2779,4510.0,ATTLEBORO PAWTUCKET SB,SAVINGS BANK,STATE,PAWTUCKET,8/21/1992 ,BIF,90257.0,ACQUISITION,567733,632450.0,28119.0
2780,1227.0,BIRMINGHAM FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,BIRMINGHAM,8/21/1992 ,RTC,28078.0,ACQUISITION,82123,91770.0,3416.0
2781,4511.0,THE UNION SAVINGS BANK,SAVINGS BANK,STATE,PATCHOGUE,8/28/1992 ,BIF,15979.0,ACQUISITION,529486,491100.0,133851.0
2782,1245.0,POTOMAC FSB,SAVINGS BANK,STATE,SILVER SPRING,8/28/1992 ,RTC,32388.0,ACQUISITION,68838,72326.0,31995.0
2783,4512.0,SEACOAST SAVINGS BANK,SAVINGS BANK,STATE,DOVER,8/28/1992 ,BIF,18066.0,ACQUISITION,64786,84808.0,7114.0
2784,4513.0,THE FIRST NATIONAL BANK OF YORKTOWN,COMMERCIAL BANK,FEDERAL,YORKTOWN,9/10/1992 ,BIF,5596.0,ACQUISITION,34512,34439.0,7614.0
2785,4515.0,PLYMOUTH FIVE CENTS SAVINGS BANK,SAVINGS BANK,STATE,PLYMOUTH,9/18/1992 ,BIF,90266.0,ACQUISITION,182877,220972.0,5281.0
2786,4514.0,THE WASHINGTON BANK,COMMERCIAL BANK,STATE,FAIRFAX COUNTY,9/18/1992 ,BIF,21181.0,ACQUISITION,27871,28113.0,5071.0
2787,4516.0,FIRST EXCHANGE BANK OF LITTLE ROCK,COMMERCIAL BANK,FEDERAL,LITTLE ROCK,9/24/1992 ,BIF,27470.0,ACQUISITION,24396,24681.0,1857.0
2788,4518.0,HOMETOWN BANK,COMMERCIAL BANK,STATE,EDISON,9/25/1992 ,BIF,27416.0,ACQUISITION,24816,25200.0,7343.0
2789,4517.0,"HIGHLANDS COMMUNITY BANK, N.A.",COMMERCIAL BANK,FEDERAL,CLINTON TOWNSHIP,9/25/1992 ,BIF,26844.0,ACQUISITION,19546,19702.0,2511.0
2790,4520.0,THE HOWARD SAVINGS BANK,SAVINGS BANK,STATE,NEWARK,10/2/1992 ,BIF,16146.0,ACQUISITION,3378992,3461421.0,67979.0
2791,4519.0,"EASTWEST BANK, N.A.",COMMERCIAL BANK,FEDERAL,KIHEI,10/2/1992 ,BIF,22850.0,TRANSFER,3398,3754.0,870.0
2792,4521.0,FIRST CONSTITUTION BANK,SAVINGS BANK,STATE,NEW HAVEN,10/2/1992 ,BIF,27160.0,ACQUISITION,1350530,1571240.0,125592.0
2793,1278.0,PEIDMONT FSA,SAVINGS BANK,STATE,MANASSAS,10/9/1992 ,RTC,28998.0,ACQUISITION,370085,444605.0,75636.0
2794,4522.0,UNIVERSAL BANK,COMMERCIAL BANK,STATE,LANHAM,10/16/1992 ,BIF,22689.0,PAYOUT,18050,18026.0,5978.0
2795,1266.0,SECURITY FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,JACKSON,10/16/1992 ,RTC,31418.0,ACQUISITION,271387,276476.0,42647.0
2796,1312.0,STANDARD FSB,SAVINGS BANK,STATE,GAITHERSBURG,10/21/1992 ,RTC,31543.0,ACQUISITION,1539974,1717520.0,527571.0
2797,1236.0,HOMESTEAD FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,SAN FRANCISCO,10/30/1992 ,RTC,28218.0,ACQUISITION,1234402,1314538.0,19189.0
2798,4540.0,"FIRST CITY, TEXAS - SAN ANTONIO",COMMERCIAL BANK,FEDERAL,SAN ANTONIO,10/30/1992 ,BIF,24723.0,ACQUISITION,259018,265669.0,0.0
2799,4528.0,"FIRST CITY, TEXAS - CORPUS CHRIS",COMMERCIAL BANK,STATE,CORPUS CHRISTI,10/30/1992 ,BIF,21190.0,ACQUISITION,383384,462832.0,0.0
2800,4536.0,"FIRST CITY, TEXAS - MADISONVILLE",COMMERCIAL BANK,FEDERAL,MADISONVILLE,10/30/1992 ,BIF,3318.0,ACQUISITION,114740,123394.0,0.0
2801,4533.0,"FIRST CITY, TEXAS - KOUNTZE, NA",COMMERCIAL BANK,STATE,KOUNTZE,10/30/1992 ,BIF,17299.0,ACQUISITION,46969,51347.0,0.0
2802,4523.0,"FIRST CITY, TEXAS - ALICE, NA",COMMERCIAL BANK,STATE,ALICE,10/30/1992 ,BIF,17343.0,ACQUISITION,118027,128044.0,0.0
2803,4534.0,"FIRST CITY, TEXAS - LAKE JACKSON",COMMERCIAL BANK,STATE,LAKE JACKSON,10/30/1992 ,BIF,16524.0,ACQUISITION,96353,104302.0,0.0
2804,4530.0,"FIRST CITY, TEXAS - EL PASO, NA",COMMERCIAL BANK,FEDERAL,EL PASO,10/30/1992 ,BIF,16560.0,ACQUISITION,367322,395894.0,0.0
2805,4525.0,"FIRST CITY, TEXAS - AUSTIN, NA",COMMERCIAL BANK,FEDERAL,AUSTIN,10/30/1992 ,BIF,15721.0,ACQUISITION,331568,345518.0,0.0
2806,4541.0,"FIRST CITY, TEXAS - SOUR LAKE",COMMERCIAL BANK,STATE,SOUR LAKE,10/30/1992 ,BIF,11914.0,ACQUISITION,48823,53521.0,0.0
2807,4542.0,"FIRST CITY, TEXAS - TYLER, NA",COMMERCIAL BANK,FEDERAL,TYLER,10/30/1992 ,BIF,5562.0,ACQUISITION,231534,259208.0,0.0
2808,4539.0,"FIRST CITY, TEXAS - SAN ANGELO,",COMMERCIAL BANK,FEDERAL,SAN ANGELO,10/30/1992 ,BIF,5506.0,ACQUISITION,131932,142819.0,0.0
2809,4532.0,"FIRST CITY, TEXAS - HOUSTON, NA",COMMERCIAL BANK,FEDERAL,HOUSTON,10/30/1992 ,BIF,13702.0,ACQUISITION,2519978,2802064.0,0.0
2810,4524.0,"FIRST CITY, TEXAS - ARANSAS PASS",COMMERCIAL BANK,STATE,ARANSAS PASS,10/30/1992 ,BIF,20029.0,ACQUISITION,47213,51695.0,0.0
2811,4538.0,"FIRST CITY, TEXAS - ORANGE, NA",COMMERCIAL BANK,FEDERAL,ORANGE,10/30/1992 ,BIF,3374.0,ACQUISITION,122457,131984.0,0.0
2812,4537.0,"FIRST CITY, TEXAS - MIDLAND, NA",COMMERCIAL BANK,FEDERAL,MIDLAND,10/30/1992 ,BIF,3344.0,ACQUISITION,289991,313055.0,0.0
2813,4526.0,"FIRST CITY, TEXAS - BEAUMONT, NA",COMMERCIAL BANK,FEDERAL,BEAUMONT,10/30/1992 ,BIF,3093.0,ACQUISITION,488695,532248.0,0.0
2814,4531.0,"FIRST CITY, TEXAS - GRAHAM, NA",COMMERCIAL BANK,FEDERAL,GRAHAM,10/30/1992 ,BIF,3227.0,ACQUISITION,86486,95398.0,0.0
2815,4535.0,"FIRST CITY, TEXAS - LUFKIN, NA",COMMERCIAL BANK,FEDERAL,LUFKIN,10/30/1992 ,BIF,3316.0,ACQUISITION,145727,156640.0,0.0
2816,4529.0,"FIRST CITY, TEXAS - DALLAS, NA",COMMERCIAL BANK,STATE,DALLAS,10/30/1992 ,BIF,1722.0,ACQUISITION,1307005,1359158.0,0.0
2817,4527.0,"FIRST CITY, TEXAS - BRYAN, NA",COMMERCIAL BANK,FEDERAL,BRYAN,10/30/1992 ,BIF,3120.0,ACQUISITION,318838,340189.0,0.0
2818,4544.0,"GREENWOOD BANK OF BETHEL, INC.",COMMERCIAL BANK,STATE,BETHEL,11/6/1992 ,BIF,27456.0,ACQUISITION,33160,33255.0,9775.0
2819,1242.0,"FIRST FSB OF GEORGIA, FA",SAVINGS BANK,STATE,WINDER,11/6/1992 ,RTC,30159.0,ACQUISITION,97532,108173.0,4423.0
2820,4545.0,GUARANTY-FIRST TRUST COMPANY,COMMERCIAL BANK,STATE,WALTHAM,11/13/1992 ,BIF,17085.0,ACQUISITION,348942,353230.0,60206.0
2821,4547.0,INVESTORS BANK AND TRUST COMPANY,COMMERCIAL BANK,STATE,GRETNA,11/13/1992 ,BIF,25721.0,ACQUISITION,50767,51586.0,4787.0
2822,4548.0,STATEWIDE THRIFT AND LOAN CO.,COMMERCIAL BANK,STATE,REDWOOD CITY,11/13/1992 ,BIF,26656.0,ACQUISITION,9455,9636.0,2341.0
2823,4549.0,FIRST NEW YORK BANK FOR BUSINESS,COMMERCIAL BANK,STATE,NEW YORK,11/13/1992 ,BIF,22073.0,ACQUISITION,498907,530651.0,164561.0
2824,4546.0,METRO NORTH STATE BANK,COMMERCIAL BANK,STATE,KANSAS CITY,11/13/1992 ,BIF,21199.0,ACQUISITION,493828,472467.0,159537.0
2825,1229.0,THE OVERLAND PARK FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,OVERLAND PARK,11/13/1992 ,RTC,30655.0,ACQUISITION,95324,213413.0,6406.0
2826,4550.0,THE MERCHANTS BANK,COMMERCIAL BANK,STATE,KANSAS CITY,11/20/1992 ,BIF,15886.0,ACQUISITION,1395338,1451535.0,123159.0
2827,1254.0,IRVING FB FOR SAVINGS,SAVINGS BANK,STATE,CHICAGO,11/20/1992 ,RTC,27660.0,ACQUISITION,246268,246965.0,4589.0
2828,1225.0,CRESTLINE FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,CRESTLINE,11/20/1992 ,RTC,29768.0,ACQUISITION,26775,27455.0,6949.0
2829,1275.0,POLIFLY FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,NEW MILFORD,11/20/1992 ,RTC,28394.0,ACQUISITION,374000,457974.0,35138.0
2830,4551.0,BURRITT INTERFINANCIAL BANCORPORATION,SAVINGS BANK,STATE,NEW BRITAIN,12/4/1992 ,BIF,18245.0,ACQUISITION,506022,523850.0,78973.0
2831,4553.0,HERITAGE BANK FOR SAVINGS,SAVINGS BANK,STATE,HOLYOKE,12/4/1992 ,BIF,21996.0,ACQUISITION,1000727,1288435.0,24010.0
2832,4552.0,HUNTINGTON PACIFIC THRIFT & LOAN,COMMERCIAL BANK,STATE,HUNTINGTON,12/4/1992 ,BIF,26440.0,PAYOUT,38255,40476.0,17368.0
2833,1309.0,CARTERET FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,MADISON,12/4/1992 ,RTC,30080.0,ACQUISITION,2716356,4827462.0,23977.0
2834,1287.0,SECURITY FEDERAL,SAVINGS ASSOCIATION,FEDERAL/STATE,VINELAND,12/4/1992 ,RTC,30217.0,ACQUISITION,857581,1185897.0,41434.0
2835,1302.0,"SECOND NATIONAL, FSB",SAVINGS BANK,STATE,SALISBURY,12/4/1992 ,RTC,32339.0,ACQUISITION,1159197,1572770.0,78024.0
2836,1240.0,PALM BEACH FSA,SAVINGS BANK,STATE,PALM BEACH GARDEN,12/8/1992 ,RTC,32244.0,ACQUISITION,54369,59403.0,20897.0
2837,4557.0,EASTLAND BANK,COMMERCIAL BANK,STATE,WOONSOCKET,12/11/1992 ,BIF,19725.0,ACQUISITION,76172,85405.0,0.0
2838,4554.0,SAILORS & MERCHANTS B&T CO.,COMMERCIAL BANK,STATE,VIENNA,12/11/1992 ,BIF,25306.0,ACQUISITION,34481,34775.0,4958.0
2839,4558.0,EASTLAND SAVINGS BANK,SAVINGS BANK,STATE,WOONSOCKET,12/11/1992 ,BIF,16977.0,ACQUISITION,499012,515301.0,10303.0
2840,4556.0,MERITOR SAVINGS BANK,SAVINGS BANK,STATE,PHILADELPHIA,12/11/1992 ,BIF,15750.0,ACQUISITION,2909344,4126701.0,0.0
2841,4560.0,THE RUSHVILLE NATIONAL BANK,COMMERCIAL BANK,FEDERAL,RUSHVILLE,12/18/1992 ,BIF,4378.0,ACQUISITION,39677,41631.0,6046.0
2842,4559.0,THE BREMEN STATE BANK,COMMERCIAL BANK,STATE,BREMEN,12/18/1992 ,BIF,17428.0,PAYOUT,2623,2679.0,722.0
2843,4561.0,COLUMBIA NATIONAL BANK,COMMERCIAL BANK,FEDERAL,SANTA MONICA,1/22/1993 ,BIF,24320.0,ACQUISITION,47627,47618.0,17631.0
2844,1258.0,LIFE FSB,SAVINGS BANK,STATE,BATON ROUGE,1/29/1993 ,RTC,33186.0,ACQUISITION,16512,16753.0,2207.0
2845,1290.0,OLD STONE SB,SAVINGS BANK,STATE,PROVIDENCE,1/29/1993 ,RTC,29892.0,ACQUISITION,1704347,1847236.0,73560.0
2846,1220.0,VISTA FSA,SAVINGS BANK,STATE,CANOGA PARK,1/29/1993 ,RTC,32484.0,PAYOUT,94489,105114.0,15123.0
2847,4562.0,FIRST NATIONAL BANK OF VERMONT,COMMERCIAL BANK,FEDERAL,BRADFORD,1/29/1993 ,BIF,6290.0,ACQUISITION,282378,295784.0,25528.0
2848,4563.0,AMERICAN BANK OF HALTOM CITY,COMMERCIAL BANK,STATE,HALTOM CITY,2/5/1993 ,BIF,17118.0,ACQUISITION,100195,99525.0,14480.0
2849,4564.0,THE PLANTERS NB OF ROSEBUD,COMMERCIAL BANK,FEDERAL,ROSEBUD,2/25/1993 ,BIF,5499.0,ACQUISITION,13636,13728.0,1499.0
2850,4565.0,JEFFERSON NATIONAL BANK,COMMERCIAL BANK,FEDERAL,WATERTOWN,2/26/1993 ,BIF,7135.0,ACQUISITION,248652,256014.0,43540.0
2851,4566.0,"FIRST AMERICAN CAPITAL BANK, N.A",COMMERCIAL BANK,FEDERAL,LAGUNA BEACH,3/4/1993 ,BIF,23631.0,ACQUISITION,26276,28451.0,7393.0
2852,1293.0,"THE GUARDIAN BANK, FSB",COMMERCIAL BANK,STATE,BOCA RATON,3/16/1993 ,RTC,32238.0,ACQUISITION,69245,75564.0,3589.0
2853,4567.0,"UNITED BANK, N.A.",COMMERCIAL BANK,FEDERAL,LANCASTER,3/18/1993 ,BIF,3295.0,ACQUISITION,49016,49805.0,161.0
2854,4569.0,FIRST STATE BANK,COMMERCIAL BANK,STATE,VEGA,4/1/1993 ,BIF,11890.0,ACQUISITION,20743,21444.0,2828.0
2855,1251.0,PIONEER FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,PRAIRIE VILLAGE,4/2/1993 ,RTC,27773.0,ACQUISITION,128001,132850.0,36310.0
2856,4570.0,OLYMPIC NATIONAL BANK,COMMERCIAL BANK,FEDERAL,LOS ANGELES,4/2/1993 ,BIF,24564.0,ACQUISITION,80484,82446.0,25230.0
2857,4571.0,COLLEGE BOULEVARD NATIONAL BANK,COMMERCIAL BANK,FEDERAL,OVERLAND PARK,4/2/1993 ,BIF,24111.0,ACQUISITION,190827,202754.0,15438.0
